	protein_ac	gene_name	protein_name
15920	Q9NS26	SPANXA1	SPNXA_HUMAN
15921	Q08AG5	ZNF844	ZN844_HUMAN
15922	Q8NDV2	GPR26	GPR26_HUMAN
15923	O75077	ADAM23	ADA23_HUMAN
15924	P04001	OPN1MW	OPSG_HUMAN
15925	Q96S37	SLC22A12	S22AC_HUMAN
15926	Q8NGW1	OR6B3	OR6B3_HUMAN
15927	Q9HAT1	LMAN1L	LMA1L_HUMAN
15928	A6NER0	TBC1D3F	TBC3F_HUMAN
15929	Q05DH4	FAM160A1	F16A1_HUMAN
15930	P0CJ75	MTRNR2L8	HMN8_HUMAN
15931	Q8N0U4	FAM185A	F185A_HUMAN
15932	A6NGB9	WIPF3	WIPF3_HUMAN
15933	Q6ZN01	MAMSTR	MASTR_HUMAN
15934	Q6ZS81	WDFY4	WDFY4_HUMAN
15935	Q9ULI0	ATAD2B	ATD2B_HUMAN
15936	O60687	SRPX2	SRPX2_HUMAN
15937	Q6UXS9	CASP12	CASPC_HUMAN
15938	Q15493	RGN	RGN_HUMAN
15939	Q8NFZ3	NLGN4Y	NLGNY_HUMAN
15940	Q96LB8	PGLYRP4	PGRP4_HUMAN
15941	Q15319	POU4F3	PO4F3_HUMAN
15942	P31391	SSTR4	SSR4_HUMAN
15943	Q8N4H5	TOMM5	TOM5_HUMAN
15944	P28330	ACADL	ACADL_HUMAN
15945	Q86VD7	SLC25A42	S2542_HUMAN
15946	Q9Y6Q2	STON1	STON1_HUMAN
15947	Q17RH7	TPRXL	TPRXL_HUMAN
15948	A6NKN8	PCP4L1	PC4L1_HUMAN
15949	Q9NW15	ANO10	ANO10_HUMAN
15950	O95750	FGF19	FGF19_HUMAN
15951	O76040		O76040_HUMAN
15952	P11230	CHRNB1	ACHB_HUMAN
15953	Q9Y6F9	WNT6	WNT6_HUMAN
15954	Q50LG9	LRRC24	LRC24_HUMAN
15955	Q9H799	CPLANE1	CPLN1_HUMAN
15956	Q6UX72	B3GNT9	B3GN9_HUMAN
15957	Q9H2Z4	NKX2-4	NKX24_HUMAN
15958	Q8IUA0	WFDC8	WFDC8_HUMAN
15959	Q96MF4	CCDC140	CC140_HUMAN
15960	Q6UX53	METTL7B	MET7B_HUMAN
15961	O95050	INMT	INMT_HUMAN
15962	P14410	SI	SUIS_HUMAN
15963	O60895	RAMP2	RAMP2_HUMAN
15964	Q96CP7	TLCD1	TLCD1_HUMAN
15965	P55157	MTTP	MTP_HUMAN
15966	Q9BPU5		Q9BPU5_HUMAN
15967	Q8TE73	DNAH5	DYH5_HUMAN
15968	A1L020	MEX3A	MEX3A_HUMAN
15969	Q6N063	OGFOD2	OGFD2_HUMAN
15970	Q5SGD2	PPM1L	PPM1L_HUMAN
15971	Q9C0F0	ASXL3	ASXL3_HUMAN
15972	Q9P241	ATP10D	AT10D_HUMAN
15973	A6NI86	GOLGA6L10	GG6LA_HUMAN
15974	P00480	OTC	OTC_HUMAN
15975	Q9NPB3	CABP2	CABP2_HUMAN
15976	Q7Z3Y4		Q7Z3Y4_HUMAN
15977	Q92698	RAD54L	RAD54_HUMAN
15978	Q8NC74	RBBP8NL	RB8NL_HUMAN
15979	Q53HB3		Q53HB3_HUMAN
15980	B4DKZ6		B4DKZ6_HUMAN
15981	Q8N126	CADM3	CADM3_HUMAN
15982	Q5U3B7	BRCA1	Q5U3B7_HUMAN
15983	Q96RD6	PANX2	PANX2_HUMAN
15984	Q14623	IHH	IHH_HUMAN
15985	Q9Y2V0	C15orf41	CO041_HUMAN
15986	A2A2V5	SERTM1	SRTM1_HUMAN
15987	Q8WVP5	TNFAIP8L1	TP8L1_HUMAN
15988	B3KPL7		B3KPL7_HUMAN
15989	Q9UMX3	BOK	BOK_HUMAN
15990	A0A5B9	TRBC2	TRBC2_HUMAN
15991	Q15878	CACNA1E	CAC1E_HUMAN
15992	Q8TDS5	OXER1	OXER1_HUMAN
15993	Q10981	FUT2	FUT2_HUMAN
15994	O96001	PPP1R17	PPR17_HUMAN
15995	O43916	CHST1	CHST1_HUMAN
15996	Q8TC57	M1AP	M1AP_HUMAN
15997	Q64FK3	BRCA1	Q64FK3_HUMAN
15998	P42658	DPP6	DPP6_HUMAN
15999	A2RU54	HMX2	HMX2_HUMAN
16000	Q96SR6	ZNF382	ZN382_HUMAN
16001	Q8NHA8	OR1F12	OR1FC_HUMAN
16002	Q96LW4	PRIMPOL	PRIPO_HUMAN
16003	Q9Y6C7	LINC00312	L3R2A_HUMAN
16004	Q8N349	OR2L13	OR2LD_HUMAN
16005	F5H423		F5H423_HUMAN
16006	Q9GZV9	FGF23	FGF23_HUMAN
16007	Q15043	SLC39A14	S39AE_HUMAN
16008	O95847	SLC25A27	UCP4_HUMAN
16009	Q9BXI9	C1QTNF6	C1QT6_HUMAN
16010	A6BM72	MEGF11	MEG11_HUMAN
16011	Q6PIY5	ARMH1	ARMD1_HUMAN
16012	Q32M78	ZNF699	ZN699_HUMAN
16013	Q96A98	PTH2	TIP39_HUMAN
16014	Q9C0D0	PHACTR1	PHAR1_HUMAN
16015	P47881	OR3A1	OR3A1_HUMAN
16016	Q9BTB7	HNRPUL1	Q9BTB7_HUMAN
16017	Q9UJU3	ZNF112	ZN112_HUMAN
16018	Q5VW36	FOCAD	FOCAD_HUMAN
16019	Q8N8R3	SLC25A29	MCATL_HUMAN
16020	Q2M3A8	MRGPRG-AS1	MRAS1_HUMAN
16021	O95631	NTN1	NET1_HUMAN
16022	Q8NBH2	KY	KY_HUMAN
16023	Q9BZ68	FRMD8P1	FR8P1_HUMAN
16024	P31277	HOXD11	HXD11_HUMAN
16025	Q9UPU3	SORCS3	SORC3_HUMAN
16026	Q9ULE4	FAM184B	F184B_HUMAN
16027	Q96JW4	SLC41A2	S41A2_HUMAN
16028	Q9Y3T6	R3HCC1	R3HC1_HUMAN
16029	A1L443	NUTM2F	NTM2F_HUMAN
16030	Q8IXX5	TMEM183A	T183A_HUMAN
16031	Q9UNW9	NOVA2	NOVA2_HUMAN
16032	B2RDP6		B2RDP6_HUMAN
16033	Q6PYX1		Q6PYX1_HUMAN
16034	Q9H579	MROH8	MROH8_HUMAN
16035	P01709	IGLV2-8	LV208_HUMAN
16036	Q8NHS2	GOT1L1	AATC2_HUMAN
16037	O95665	NTSR2	NTR2_HUMAN
16038	Q9H4B8	DPEP3	DPEP3_HUMAN
16039	Q86V25	VASH2	VASH2_HUMAN
16040	Q8N162	OR8H2	OR8H2_HUMAN
16041	Q8IWU9	TPH2	TPH2_HUMAN
16042	Q14833	GRM4	GRM4_HUMAN
16043	Q67FW5	B3GNTL1	B3GNL_HUMAN
16044	O94851	MICAL2	MICA2_HUMAN
16045	Q7Z3V5	ZNF571	ZN571_HUMAN
16046	Q96A05	ATP6V1E2	VATE2_HUMAN
16047	P32238	CCKAR	CCKAR_HUMAN
16048	P98196	ATP11A	AT11A_HUMAN
16049	B7Z4L7		B7Z4L7_HUMAN
16050	Q49AJ0	FAM135B	F135B_HUMAN
16051	Q13651	IL10RA	I10R1_HUMAN
16052	P61278	SST	SMS_HUMAN
16053	Q96K78	ADGRG7	AGRG7_HUMAN
16054	A6NHG4	DDTL	DDTL_HUMAN
16055	P78383	SLC35B1	S35B1_HUMAN
16056	P51816	AFF2	AFF2_HUMAN
16057	Q5VXD3	SAMD13	SAM13_HUMAN
16058	Q9Y6I8	PXMP4	PXMP4_HUMAN
16059	Q8NAM6	ZSCAN4	ZSCA4_HUMAN
16060	Q9H1J7	WNT5B	WNT5B_HUMAN
16061	Q6UWW9	TMEM207	TM207_HUMAN
16062	Q8IZC4	RTKN2	RTKN2_HUMAN
16063	Q7Z5W3	BCDIN3D	BN3D2_HUMAN
16064	Q8N519		Q8N519_HUMAN
16065	B2RC85	RSPH10B2	R10B2_HUMAN
16066	P22223	CDH3	CADH3_HUMAN
16067	Q9Y2P5	SLC27A5	S27A5_HUMAN
16068	O75891	ALDH1L1	AL1L1_HUMAN
16069	Q567V2	MPV17L2	M17L2_HUMAN
16070	Q92484	SMPDL3A	ASM3A_HUMAN
16071	P0CW20	LIMS4	LIMS4_HUMAN
16072	Q07326	PIGF	PIGF_HUMAN
16073	Q9H0K6	PUS7L	PUS7L_HUMAN
16074	Q9HBE4	IL21	IL21_HUMAN
16075	Q6IQ20	NAPEPLD	NAPEP_HUMAN
16076	P0CG32	ZCCHC18	ZCC18_HUMAN
16077	B1AH88	TSPO	TSPOB_HUMAN
16078	Q6P1L6	ZNF343	ZN343_HUMAN
16079	Q9UMS5	PHTF1	PHTF1_HUMAN
16080	Q5VTM2	AGAP9	AGAP9_HUMAN
16081	Q96L33	RHOV	RHOV_HUMAN
16082	Q9H5L6	THAP9	THAP9_HUMAN
16083	Q7Z5L4	SPATA19	SPT19_HUMAN
16084	Q8IUQ0	CLVS1	CLVS1_HUMAN
16085	Q16587	ZNF74	ZNF74_HUMAN
16086	Q8NDW8	TTC21A	TT21A_HUMAN
16087	Q9Y6Y1	CAMTA1	CMTA1_HUMAN
16088	Q96PL1	SCGB3A2	SG3A2_HUMAN
16089	P35913	PDE6B	PDE6B_HUMAN
16090	Q99574	SERPINI1	NEUS_HUMAN
16091	Q8ND94	LRRN4CL	LRN4L_HUMAN
16092	Q53RC5	DKFZp547I014	Q53RC5_HUMAN
16093	A8K394		A8K394_HUMAN
16094	Q13103	SPP2	SPP24_HUMAN
16095	Q9BTP6	ZBED2	ZBED2_HUMAN
16096	Q5U649	C12orf60	CL060_HUMAN
16097	B4DRT3		B4DRT3_HUMAN
16098	Q96PE5	OPALIN	OPALI_HUMAN
16099	Q9Y4M8	LINC00588	CH071_HUMAN
16100	Q6FG59	CDC37	Q6FG59_HUMAN
16101	Q86YE8	ZNF573	ZN573_HUMAN
16102	Q8NB74		Q8NB74_HUMAN
16103	A8K7F6		A8K7F6_HUMAN
16104	Q969S6	TMEM203	TM203_HUMAN
16105	P54826	GAS1	GAS1_HUMAN
16106	Q7Z6K4	NRARP	NRARP_HUMAN
16107	Q6UW78	UQCC3	UQCC3_HUMAN
16108	Q9NZH5	PTTG2	PTTG2_HUMAN
16109	Q5VUJ5	AGAP7P	AGAP7_HUMAN
16110	P07320	CRYGD	CRGD_HUMAN
16111	Q86VH5	LRRTM3	LRRT3_HUMAN
16112	Q3YB49	BRCA1	Q3YB49_HUMAN
16113	Q6GTS8	PM20D1	P20D1_HUMAN
16114	Q9MY34	HLAC	Q9MY34_HUMAN
16115	Q9H3M0	KCNF1	KCNF1_HUMAN
16116	P08949	NMB	NMB_HUMAN
16117	P54710	FXYD2	ATNG_HUMAN
16118	Q9H0E4	DKFZp434D1428	Q9H0E4_HUMAN
16119	A0A0S2Z6B0	EFHA1	A0A0S2Z6B0_HUMAN
16120	Q9UPZ6	THSD7A	THS7A_HUMAN
16121	Q3LIB4	Nbla00360	Q3LIB4_HUMAN
16122	Q3B765	MYLK	Q3B765_HUMAN
16123	O14596		O14596_HUMAN
16124	Q96T52	IMMP2L	IMP2L_HUMAN
16125	Q9Y5Y4	PTGDR2	PD2R2_HUMAN
16126	Q86TM3	DDX53	DDX53_HUMAN
16127	Q9UHE5	NAT8	NAT8_HUMAN
16128	Q59GA2	TSHR	Q59GA2_HUMAN
16129	Q6ZN66	GBP6	GBP6_HUMAN
16130	P25189	MPZ	MYP0_HUMAN
16131	Q86X24	HORMAD1	HORM1_HUMAN
16132	P82909	MRPS36	RT36_HUMAN
16133	Q9BSA9	TMEM175	TM175_HUMAN
16134	Q8IVE3	PLEKHH2	PKHH2_HUMAN
16135	Q499Z4	ZNF672	ZN672_HUMAN
16136	Q14159	SPIDR	SPIDR_HUMAN
16137	Q96FL9	GALNT14	GLT14_HUMAN
16138	Q9H227	GBA3	GBA3_HUMAN
16139	Q92935	EXTL1	EXTL1_HUMAN
16140	O43182	ARHGAP6	RHG06_HUMAN
16141	Q5T2S8	ARMC4	ARMC4_HUMAN
16142	P56202	CTSW	CATW_HUMAN
16143	O15229	KMO	KMO_HUMAN
16144	Q9UI46	DNAI1	DNAI1_HUMAN
16145	Q16661	GUCA2B	GUC2B_HUMAN
16146	Q9ULH4	LRFN2	LRFN2_HUMAN
16147	Q6ZQN7	SLCO4C1	SO4C1_HUMAN
16148	Q8TCU3	SLC7A13	S7A13_HUMAN
16149	Q96SQ7	ATOH8	ATOH8_HUMAN
16150	E2PSM9		E2PSM9_HUMAN
16151	Q9UKN1	MUC12	MUC12_HUMAN
16152	Q12901	ZNF155	ZN155_HUMAN
16153	Q53FZ2	ACSM3	ACSM3_HUMAN
16154	Q3BBV0	NBPF1	NBPF1_HUMAN
16155	Q9Y5Y3	GPR45	GPR45_HUMAN
16156	Q3MI07	DDX27	Q3MI07_HUMAN
16157	Q6RI45	BRWD3	BRWD3_HUMAN
16158	Q8WY21	SORCS1	SORC1_HUMAN
16159	Q5XKL5	BTBD8	BTBD8_HUMAN
16160	Q6ZV89	SH2D5	SH2D5_HUMAN
16161	Q6X9E4	FBXW12	FBW12_HUMAN
16162	Q5T197	DCST1	DCST1_HUMAN
16163	Q8N9P6	C9orf163	CI163_HUMAN
16164	Q9BS86	ZPBP	ZPBP1_HUMAN
16165	A0A1X8XL64	H3F3AP6	A0A1X8XL64_HUMAN
16166	Q86VV8	RTTN	RTTN_HUMAN
16167	A8MT65	ZNF891	ZN891_HUMAN
16168	Q8N485	LIX1	LIX1_HUMAN
16169	O19691	HLA-B	O19691_HUMAN
16170	Q6ZVN8	HJV	RGMC_HUMAN
16171	Q8IU80	TMPRSS6	TMPS6_HUMAN
16172	P0DOY2	IGLC2	IGLC2_HUMAN
16173	Q99985	SEMA3C	SEM3C_HUMAN
16174	Q7Z790	RAD51L3	Q7Z790_HUMAN
16175	A0A1B0GVN0	TINCR	A0A1B0GVN0_HUMAN
16176	Q7Z4U5	C6orf201	CF201_HUMAN
16177	Q8TDX5	ACMSD	ACMSD_HUMAN
16178	Q8TBH0	ARRDC2	ARRD2_HUMAN
16179	O95473	SYNGR4	SNG4_HUMAN
16180	Q0D2K0	NIPAL4	NIPA4_HUMAN
16181	Q9P0K9	FRRS1L	FRS1L_HUMAN
16182	Q86YJ6	THNSL2	THNS2_HUMAN
16183	P20594	NPR2	ANPRB_HUMAN
16184	Q9NS40	KCNH7	KCNH7_HUMAN
16185	Q9H560	ANKRD19P	ANR19_HUMAN
16186	Q8N141	ZFP82	ZFP82_HUMAN
16187	O15484	CAPN5	CAN5_HUMAN
16188	Q96HA4	C1orf159	CA159_HUMAN
16189	Q96DD7	SHISA4	SHSA4_HUMAN
16190	Q71U02		Q71U02_HUMAN
16191	Q6ZUT3	FRMD7	FRMD7_HUMAN
16192	Q8WXF2		Q8WXF2_HUMAN
16193	P54845	NRL	NRL_HUMAN
16194	Q96DT0	LGALS12	LEG12_HUMAN
16195	Q9NPH5	NOX4	NOX4_HUMAN
16196	Q8NE35	CPEB3	CPEB3_HUMAN
16197	Q9WJR5	ERVK-19	POK19_HUMAN
16198	A4QPH2	PI4KAP2	PI4P2_HUMAN
16199	Q71RC9	SMIM5	SMIM5_HUMAN
16200	Q7Z6K1	THAP5	THAP5_HUMAN
16201	Q495Z4	ASB16-AS1	ASAS1_HUMAN
16202	Q8N159	NAGS	NAGS_HUMAN
16203	Q9UK13	ZNF221	ZN221_HUMAN
16204	Q8NDT9	DKFZp547P1613	Q8NDT9_HUMAN
16205	Q96ES6	MFSD3	MFSD3_HUMAN
16206	Q9BQT8	SLC25A21	ODC_HUMAN
16207	Q9BSY4	CHCHD5	CHCH5_HUMAN
16208	Q8NEY3	SPATA4	SPAT4_HUMAN
16209	Q8N4E4	PDCL2	PDCL2_HUMAN
16210	Q9NUG4	CCM2L	CCM2L_HUMAN
16211	Q8IYN2	TCEAL8	TCAL8_HUMAN
16212	Q96PN6	ADCY10	ADCYA_HUMAN
16213	P0DP58	LYNX1	LYNX1_HUMAN
16214	Q9H8P0	SRD5A3	PORED_HUMAN
16215	Q149M9	NWD1	NWD1_HUMAN
16216	Q02045	MYL5	MYL5_HUMAN
16217	P23677	ITPKA	IP3KA_HUMAN
16218	Q7L5N7	LPCAT2	PCAT2_HUMAN
16219	O14598	VCY	VCY1_HUMAN
16220	A2A288	ZC3H12D	ZC12D_HUMAN
16221	Q15431	SYCP1	SYCP1_HUMAN
16222	Q9Y5F0	PCDHB13	PCDBD_HUMAN
16223	Q8N4V2	SVOP	SVOP_HUMAN
16224	B4DZZ1		B4DZZ1_HUMAN
16225	Q8NBC4	C20orf203	CT203_HUMAN
16226	Q9BZE3	BARHL1	BARH1_HUMAN
16227	Q3LFD5	USP41	UBP41_HUMAN
16228	O95500	CLDN14	CLD14_HUMAN
16229	Q8IXS2	CCDC65	DRC2_HUMAN
16230	A8MXV6	CDRT15L2	CD15L_HUMAN
16231	Q5VU92	DCAF12L1	DC121_HUMAN
16232	Q96KN4	LRATD1	LRAT1_HUMAN
16233	Q96GI7	FAM89A	FA89A_HUMAN
16234	P98187	CYP4F8	CP4F8_HUMAN
16235	Q8TBB6	SLC7A14	S7A14_HUMAN
16236	P35475	IDUA	IDUA_HUMAN
16237	B3KWX7		B3KWX7_HUMAN
16238	Q6ZUS6	CCDC149	CC149_HUMAN
16239	A2RU56	LOC401296	A2RU56_HUMAN
16240	Q8TC36	SUN5	SUN5_HUMAN
16241	Q96N06	SPATA33	SPT33_HUMAN
16242	Q8N9F8	ZNF454	ZN454_HUMAN
16243	A0A0A0MS15	IGHV3-49	HV349_HUMAN
16244	A6NHC0	CAPN8	CAN8_HUMAN
16245	Q8IWT1	SCN4B	SCN4B_HUMAN
16246	P16112	ACAN	PGCA_HUMAN
16247	Q96PC3	AP1S3	AP1S3_HUMAN
16248	Q8N4S7	PAQR4	PAQR4_HUMAN
16249	Q86TR8		Q86TR8_HUMAN
16250	Q5XLA6	CARD17	CAR17_HUMAN
16251	P58872	RHBDL3	RHBL3_HUMAN
16252	Q5VU69	C1orf189	CA189_HUMAN
16253	Q53F65		Q53F65_HUMAN
16254	Q9BXJ4	C1QTNF3	C1QT3_HUMAN
16255	Q96SZ5	ADO	AEDO_HUMAN
16256	Q8N4A2	CYorf15B	Q8N4A2_HUMAN
16257	Q9HDD0	PLAAT1	PLAT1_HUMAN
16258	Q9Y614	ACTL7B	ACL7B_HUMAN
16259	Q5TEJ8	THEMIS2	THMS2_HUMAN
16260	Q5VWM4	PRAMEF8	PRAM8_HUMAN
16261	Q71H61	ILDR2	ILDR2_HUMAN
16262	O75123	ZNF623	ZN623_HUMAN
16263	Q495N2	SLC36A3	S36A3_HUMAN
16264	Q6NT04	TIGD7	TIGD7_HUMAN
16265	A0A0U1RQV1	ERVK3-1	A0A0U1RQV1_HUMAN
16266	Q9NPC2	KCNK9	KCNK9_HUMAN
16267	Q5T9C9	PIP5KL1	PI5L1_HUMAN
16268	P38570	ITGAE	ITAE_HUMAN
16269	Q9UH36	SRRD	SRR1L_HUMAN
16270	B4DMH3		B4DMH3_HUMAN
16271	Q86UT2	RICS	Q86UT2_HUMAN
16272	P81277	PRLH	PRRP_HUMAN
16273	O60258	FGF17	FGF17_HUMAN
16274	Q9H305	CDIP1	CDIP1_HUMAN
16275	Q9NRE2	TSHZ2	TSH2_HUMAN
16276	Q8N8U9	BMPER	BMPER_HUMAN
16277	Q96PD7	DGAT2	DGAT2_HUMAN
16278	Q86SQ4	ADGRG6	AGRG6_HUMAN
16279	O75881	CYP7B1	CP7B1_HUMAN
16280	Q15825	CHRNA6	ACHA6_HUMAN
16281	Q9BY79	MFRP	MFRP_HUMAN
16282	Q6JVE5	LCN12	LCN12_HUMAN
16283	Q8N7J2	AMER2	AMER2_HUMAN
16284	Q05901	CHRNB3	ACHB3_HUMAN
16285	Q9BYP9	KRTAP9-9	KRA99_HUMAN
16286	Q96DZ7	TM4SF19	T4S19_HUMAN
16287	Q6GMX4	IGL@	Q6GMX4_HUMAN
16288	Q8IW93	ARHGEF19	ARHGJ_HUMAN
16289	Q53QW1	TEX44	TEX44_HUMAN
16290	Q9H5J4	ELOVL6	ELOV6_HUMAN
16291	Q5SWW7	C10orf55	CJ055_HUMAN
16292	Q96KW9	SPACA7	SPAC7_HUMAN
16293	O60755	GALR3	GALR3_HUMAN
16294	Q99712	KCNJ15	KCJ15_HUMAN
16295	Q8N136	DAW1	DAW1_HUMAN
16296	Q765P7	MTSS2	MTSS2_HUMAN
16297	Q8N1Q8	THEM5	THEM5_HUMAN
16298	Q9NYZ1	TVP23B	TV23B_HUMAN
16299	Q9HCM1	RESF1	RESF1_HUMAN
16300	Q6ZN03	LINC00322	CU136_HUMAN
16301	Q6P1K1	SLC48A1	HRG1_HUMAN
16302	P47890	OR1G1	OR1G1_HUMAN
16303	Q9BYE4	SPRR2G	SPR2G_HUMAN
16304	P49221	TGM4	TGM4_HUMAN
16305	Q8WWZ4	ABCA10	ABCAA_HUMAN
16306	Q59F87		Q59F87_HUMAN
16307	Q9UKP5	ADAMTS6	ATS6_HUMAN
16308	Q330K2	NDUFAF6	NDUF6_HUMAN
16309	O15245	SLC22A1	S22A1_HUMAN
16310	Q0VAF8	LOC729862	Q0VAF8_HUMAN
16311	Q8IWP3		Q8IWP3_HUMAN
16312	Q6NR77		Q6NR77_HUMAN
16313	Q8N815	CNTD1	CNTD1_HUMAN
16314	Q9BT76	UPK3B	UPK3B_HUMAN
16315	Q8N8V2	GBP7	GBP7_HUMAN
16316	Q9NS98	SEMA3G	SEM3G_HUMAN
16317	Q86T96	RNF180	RN180_HUMAN
16318	Q96T54	KCNK17	KCNKH_HUMAN
16319	Q9NVG8	TBC1D13	TBC13_HUMAN
16320	Q96G61	NUDT11	NUD11_HUMAN
16321	Q49AG3	ZBED5	ZBED5_HUMAN
16322	Q6J9G0	STYK1	STYK1_HUMAN
16323	Q6UX73	C16orf89	CP089_HUMAN
16324	Q8N4H0	SPATA6L	SPA6L_HUMAN
16325	Q95IH1	HLA-DRB1	Q95IH1_HUMAN
16326	Q7Z5H4	VN1R5	VN1R5_HUMAN
16327	P57730	CARD18	CAR18_HUMAN
16328	Q8NBB2	ST20-AS1	STAS1_HUMAN
16329	Q6ZSX8		Q6ZSX8_HUMAN
16330	Q96NT5	SLC46A1	PCFT_HUMAN
16331	Q9UBL0	ARPP21	ARP21_HUMAN
16332	Q9GZP8	IMUP	IMUP_HUMAN
16333	Q9H4I8	SERHL2	SEHL2_HUMAN
16334	Q305V2	ND2	Q305V2_HUMAN
16335	Q6IEE8	SLFN12L	SN12L_HUMAN
16336	Q6ZNH5	ZNF497	ZN497_HUMAN
16337	Q96F25	ALG14	ALG14_HUMAN
16338	H7C417		H7C417_HUMAN
16339	O43826	SLC37A4	G6PT1_HUMAN
16340	Q6DRA6	HIST2H2BD	H2B2D_HUMAN
16341	P56177	DLX1	DLX1_HUMAN
16342	Q7Z4T8	GALNTL5	GLTL5_HUMAN
16343	Q6ICB0	DESI1	DESI1_HUMAN
16344	Q8IVN3	MUSTN1	MSTN1_HUMAN
16345	P04437	TRAV29DV5	TVA29_HUMAN
16346	Q6IV72	ZNF425	ZN425_HUMAN
16347	P46721	SLCO1A2	SO1A2_HUMAN
16348	Q5HYI6	DKFZp313O2236	Q5HYI6_HUMAN
16349	Q9BZQ4	NMNAT2	NMNA2_HUMAN
16350	P15863	PAX1	PAX1_HUMAN
16351	Q9H0C2	SLC25A31	ADT4_HUMAN
16352	P20592	MX2	MX2_HUMAN
16353	Q6IF63	OR52W1	O52W1_HUMAN
16354	Q8WWZ8	OIT3	OIT3_HUMAN
16355	Q8NI32	LYPD6B	LPD6B_HUMAN
16356	O60268	KIAA0513	K0513_HUMAN
16357	Q5VUD6	DIPK1B	DIK1B_HUMAN
16358	Q8N2N9	ANKRD36B	AN36B_HUMAN
16359	Q8TD98		Q8TD98_HUMAN
16360	P04553	PRM1	HSP1_HUMAN
16361	A2VEC9	SSPO	SSPO_HUMAN
16362	Q96L03	SPATA17	SPT17_HUMAN
16363	Q6ZNP1		Q6ZNP1_HUMAN
16364	P52961	ART1	NAR1_HUMAN
16365	Q6GMV2	SMYD5	SMYD5_HUMAN
16366	Q5T1H1	EYS	EYS_HUMAN
16367	A6NDS4	TBC1D3B	TBC3B_HUMAN
16368	P25021	HRH2	HRH2_HUMAN
16369	Q9UIL4	KIF25	KIF25_HUMAN
16370	Q6ZMD2	SPNS3	SPNS3_HUMAN
16371	Q9H6G9		Q9H6G9_HUMAN
16372	Q96LU5	IMMP1L	IMP1L_HUMAN
16373	Q9H920	RNF121	RN121_HUMAN
16374	O75594	PGLYRP1	PGRP1_HUMAN
16375	Q96K31	C8orf76	CH076_HUMAN
16376	Q6NSI3	FAM53A	FA53A_HUMAN
16377	Q969S2	NEIL2	NEIL2_HUMAN
16378	A7E2F4	GOLGA8A	GOG8A_HUMAN
16379	A4D1E1	ZNF804B	Z804B_HUMAN
16380	Q8N4F7	RNF175	RN175_HUMAN
16381	Q8IUB3	WFDC10B	WF10B_HUMAN
16382	P17019	ZNF708	ZN708_HUMAN
16383	Q13495	MAMLD1	MAMD1_HUMAN
16384	P00995	SPINK1	ISK1_HUMAN
16385	Q8IZ57	NRSN1	NRSN1_HUMAN
16386	Q8IZQ5	SELENOH	SELH_HUMAN
16387	Q6P1R3	MSANTD2	MSD2_HUMAN
16388	Q8IUA7	ABCA9	ABCA9_HUMAN
16389	Q96MC4	CEP295NL	C295L_HUMAN
16390	Q9BR09	NEURL2	NEUL2_HUMAN
16391	Q9Y2Y6	TMEM98	TMM98_HUMAN
16392	Q7Z692	CEACAM19	CEA19_HUMAN
16393	B2R8R5		B2R8R5_HUMAN
16394	B2R6K4		B2R6K4_HUMAN
16395	O95807	TMEM50A	TM50A_HUMAN
16396	Q12912	LRMP	LRMP_HUMAN
16397	Q9NQF3	SERHL	SERHL_HUMAN
16398	Q96FE7	PIK3IP1	P3IP1_HUMAN
16399	Q86UP4		Q86UP4_HUMAN
16400	P55822	SH3BGR	SH3BG_HUMAN
16401	Q9UHL0	DDX25	DDX25_HUMAN
16402	Q0IIM8	TBC1D8B	TBC8B_HUMAN
16403	Q9H598	SLC32A1	VIAAT_HUMAN
16404	P00352	ALDH1A1	AL1A1_HUMAN
16405	Q9NQV8	PRDM8	PRDM8_HUMAN
16406	Q96EK9	KTI12	KTI12_HUMAN
16407	Q6ZSC3	RBM43	RBM43_HUMAN
16408	Q9Y236	OSGIN2	OSGI2_HUMAN
16409	Q6LAL4		Q6LAL4_HUMAN
16410	Q8NBI2	CYB561A3	CYAC3_HUMAN
16411	Q712V1	UBE1	Q712V1_HUMAN
16412	Q2VIR3	EIF2S3B	IF2GL_HUMAN
16413	Q5JT82	KLF17	KLF17_HUMAN
16414	Q5T089	MORN1	MORN1_HUMAN
16415	P03897	MT-ND3	NU3M_HUMAN
16416	B2RBB2		B2RBB2_HUMAN
16417	Q16676	FOXD1	FOXD1_HUMAN
16418	Q9ULZ0	TP53TG3	T53G3_HUMAN
16419	Q9BY07	SLC4A5	S4A5_HUMAN
16420	A5YM72	CARNS1	CRNS1_HUMAN
16421	Q5T5J6	SWT1	SWT1_HUMAN
16422	Q765I0	UTS2B	UTS2B_HUMAN
16423	B2RCF3		B2RCF3_HUMAN
16424	A6NIR3	AGAP5	AGAP5_HUMAN
16425	O94900	TOX	TOX_HUMAN
16426	Q9P1W8	SIRPG	SIRPG_HUMAN
16427	Q6P3R8	NEK5	NEK5_HUMAN
16428	Q8N8H1	ZNF321P	ZN321_HUMAN
16429	Q68DL7	C18orf63	CR063_HUMAN
16430	Q05329	GAD2	DCE2_HUMAN
16431	Q8NCV1	ADAD2	ADAD2_HUMAN
16432	O19626	B-3501	O19626_HUMAN
16433	Q6UX46	ALKAL2	ALKL2_HUMAN
16434	Q9BZD2	SLC29A3	S29A3_HUMAN
